word,boundaries,gloss,lemma,POS,,,
"Ondatusin, meden etumŋe bisin.",,,,,,,
Ондат ведь и охранял.,,,,,,,
,,,,,,,
Ondatusin,Ondat=usin,Ондат=ptcl.cond,Ondat,PROPN,,,
",",,,,PUNCT,,,
meden,meden,чуткий,meden,ADJ,,,
etumŋe,etu-mŋe,стеречь-ag.prof,etumŋe,NOUN,,,
bisin,bi-si-n,быть-pst-3sg,bidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
58,,,,,,,
"ŋide nadan, on doldeďiru?",,,,,,,
"Вдруг кто нападёт, мы и не услышим.",,,,,,,
,,,,,,,
ŋide,ŋi=de,кто=add,ŋi,NOUN,,,
nadan,na-da-n,нападать-nfut-3sg,nadaj,VERB,,,
",",,,,PUNCT,,,
on,on,как,on,ADV,,,
doldeďiru,dolde-ďi-ru,слышать-fut-1pl.exc,doldedej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
59,,,,,,,
onuč nekčip?,,,,,,,
Как же спасёмся?,,,,,,,
,,,,,,,
onuč,on=uč,как=indef,on,PRON,,,
nekčip,nekči-⊘-p,беречь-nfut-1pl.inc,nekčidej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
60,,,,,,,
jak mutu dəsutčin?,,,,,,,
Некому нас защитить.,,,,,,,
,,,,,,,
jak,jak,что,jak,NOUN,,,
mutu,mut-u,мы.exc-acc,mut,PRON,,,
dəsutčin,dəsut-či-n,защищать-fut-3sg,disuttej,VERB,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
61,,,,,,,
"Oje uklədden upkire kučučandə, akanďi ɲumumi.",,,,,,,
"Ое ворочался, ворочался в своём потёртом кукуяишке, неудобно ему перед отцом.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
uklədden,uklə-d-de-n,спать-prog-nfut-3sg,ukledej,VERB,,,
upkire,upkire,потёртый,upkire,ADJ,,,
kučučandə,kuču-čan-də,спальник-dim2-dat,kučučan,NOUN,,,
",",,,,PUNCT,,,
akanďi,akan-ďi,отец-ins.poss.refl.sg,akan,NOUN,,,
ɲumumi,ɲumu-mi,смущаться-cond.ss,ɲumudaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
62,,,,,,,
taduk gasčin:,,,,,,,
Потом стал просить:,,,,,,,
,,,,,,,
taduk,ta-duk,dem.dist-abl,tarak,ADV,,,
gasčin,gasči-⊘-n,просить-nfut-3sg,gasčidaj,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
63,,,,,,,
"aka, elləreketnen Ondat taŋɲawan.",,,,,,,
"— Отец, давай отрубим рога Ондату.",,,,,,,
,,,,,,,
aka,aka,отец,aka,NOUN,,,
",",,,,PUNCT,,,
elləreketnen,ellə-reke-t=nen,отрубить-cond.ds-poss.1pl.inc=emph,elledej,VERB,,,
Ondat,Ondat,Ондат,Odat,PROPN,,,
taŋɲawan,taŋɲa-wa-n,рог.оленя-acc-poss.3sg,taŋɲa,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
64,,,,,,,
"taduk nabgiďinnə min dəllawu, tar bi noŋan bičedun etuďim inu.",,,,,,,
"Прикрепишь мне на голову, и я вместо него буду сторожить тебя.",,,,,,,
,,,,,,,
taduk,ta-duk,dem.dist-abl,tarak,ADV,,,
nabgiďinnə,nabgi-ďi-nnə,прилепить-fut-2sg,nabgidaj,VERB,,,
min,min,я.obl,bi,PRON,,,
dəllawu,dəl-la-wu,голова-loc-poss.1sg,dil,NOUN,,,
",",,,,PUNCT,,,
tar,tar,dem.dist,tarak,ADV,,,
bi,bi,я,bi,PRON,,,
noŋan,noŋa-n,он-poss.3sg,noŋan,PRON,,,
bičedun,bi-če-du-n,быть-ptc.pst-dat-poss.3sg,bidej,VERB,,,
etuďim,etu-ďi-m,стеречь-fut-1sg,etudej,VERB,,,
inu,in-u,ты.obl-acc,i,PRON,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
65,,,,,,,
- unet jaw?,,,,,,,
— Ещё чего!,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
unet,unet,ещё,unet,ADV,,,
jaw,ja-w,что-acc,jak,NOUN,,,
?,,,,PUNCT,,,
,,,,,,,
,,,,,,,
66,,,,,,,
ajawennə ide kokedei?!,,,,,,,
Хочешь и ты подохнуть?!,,,,,,,
,,,,,,,
ajawennə,ajawe-⊘-nnə,любить-nfut-2sg,ajawdaj,VERB,,,
ide,i=de,ты=add,i,PRON,,,
kokedei,koke-de-i,умереть-purp-poss.refl.sg,kokedej,VERB,,,
?,,,,PUNCT,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
67,,,,,,,
"- ge, tačin nekker, tetuger min taŋɲagaku!",,,,,,,
"— Ну сделаем так, приладим мне рога!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
ge,ge,ну,ge,INTJ,,,
",",,,,PUNCT,,,
tačin,tačin,так,tačin,ADV,,,
nekker,nek-ker,приладить-hor,nektej,VERB,,,
",",,,,PUNCT,,,
tetuger,tetu-ger,надеть-hor,tetudej,VERB,,,
min,min,я.obl,bi,PRON,,,
taŋɲagaku,taŋɲa-ga-ku,рог.оленя-dst-poss.1sg,taŋɲa,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
68,,,,,,,
tar etep eŋun okta!,,,,,,,
Тогда никто нам не будет страшен!,,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
etep,ete-⊘-p,одолеть-nfut-1pl.inc,etedej,VERB,,,
eŋun,eŋun,ужас,eŋun,NOUN,,,
okta,ok=ta,когда=add,ok,ADV,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
69,,,,,,,
bejďi etumŋes oďim! - eləwnen kasagčillen Oje.,,,,,,,
Я буду твоей защитой! — заупрямился Ое.,,,,,,,
,,,,,,,
bejďi,bej-ďi,человек-ins.poss.refl.sg,bej,NOUN,,,
etumŋes,etu-mŋe-s,стеречь-ag.prof-poss.2sg,etumŋe,NOUN,,,
oďim,o-ďi-m,стать-fut-1sg,odaj,VERB,,,
!,,,,PUNCT,,,
-,,,,PUNCT,,,
eləwnen,eləw=nen,истинный=emph,eliwun,ADJ,,,
kasagčillen,kasag-či-l-le-n,упрямый-res-inch-nfut-3sg,kasagdaj,VERB,,,
Oje,Oje,Ое,Oje,PROPN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
70,,,,,,,
"gasčintekannun, ireptu etəken təkullen.",,,,,,,
"И до того пристал, что старик разозлился.",,,,,,,
,,,,,,,
gasčintekannun,gasči-⊘-n=tekan=nun,просить-nfut-3sg=restr=ptcl.cond,,VERB,2,,
",",,,,PUNCT,,,
ireptu,ireptu,conseq,ireptu,SCONJ,,,
etəken,etəken,старик,etiken,NOUN,,,
təkullen,təku-l-le-n,злиться-inch-nfut-3sg,tikundaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
71,,,,,,,
ellən akuwriďi Ondat taŋɲawan tariďit təpken Oje abla dəllan.,,,,,,,
Отрубил в сердцах рога Ондату да и забил их на дурную головушку Ое.,,,,,,,
,,,,,,,
ellən,ellə-⊘-n,отрубить-nfut-3sg,elledej,VERB,,,
akuwriďi,akuw-riďi,ошалеть-ant.sg,akuwdaj,VERB,,,
Ondat,Ondat,Ондат,Odat,PROPN,,,
taŋɲawan,taŋɲa-wa-n,рог.оленя-acc-poss.3sg,taŋɲa,NOUN,,,
tariďit,tariďi=t,таким.образом=foc,tarid'i,ADV,,,
təpken,təpke-⊘-n,вбить-nfut-3sg,tipkedej,VERB,,,
Oje,Oje,Ое,Oje,PROPN,,,
abla,abla,глупый,abla,ADJ,,,
dəllan,dəl-la-n,голова-loc-poss.3sg,dil,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
72,,,,,,,
tarak unet gasčin:,,,,,,,
Тот ещё просит:,,,,,,,
,,,,,,,
tarak,tarak,dem.dist,tarak,ADV,,,
unet,unet,ещё,unet,ADV,,,
gasčin,gasči-⊘-n,просить-nfut-3sg,gasčidaj,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
73,,,,,,,
"- tək oɲələ minu mola, Ondatkečin!",,,,,,,
"— И привяжи меня к дереву, как Ондата!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tək,tək,сейчас,t'ek,ADV,,,
oɲələ,oɲə-lə,привязать-imp,ɵɲedej,VERB,,,
minu,min-u,я.obl-acc,bi,PRON,,,
mola,mo-la,дерево-loc,mo,VERB,,,
",",,,,PUNCT,,,
Ondatkečin,Ondat-keči-n,Ондат-equ-poss.3sg,Ondat,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
74,,,,,,,
"Oje, irew tail, mow erelə kurukeneďillen.",,,,,,,
"Ое, не будь дураком, стал вокруг дерева кружиться.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
",",,,,PUNCT,,,
irew,ire-w,dem.q-acc,irek,PRON,,,
tail,tail,дурак,tail,NOUN,,,
",",,,,PUNCT,,,
mow,mo-w,дерево-acc,mo,NOUN,,,
erelə,ere-lə,dem.prox-prol,erek,ADV,,,
kurukeneďillen,kurukene-ďi-l-le-n,юла-prog-inch-nfut-3sg,kuruken,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
75,,,,,,,
"garakag taŋɲalďi ewimi dawsanəkan, eŋunde korba odnə.",,,,,,,
"Ветвистыми рогами мотает играючи, ну прямо настоящий бык.",,,,,,,
,,,,,,,
garakag,garakag,ветвистый,garakag,ADJ,,,
taŋɲalďi,taŋɲa-l-ďi,рог.оленя-pl-ins.poss.refl.sg,taŋɲa,NOUN,,,
ewimi,ewi-mi,играть-cond.ss,ewidej,VERB,,,
dawsanəkan,dawsa-nəkan,встряхивать-sim.sg,dawsadaj,VERB,,,
",",,,,PUNCT,,,
eŋunde,eŋun=de,ужас=add,eŋun,NOUN,,,
korba,korba,бык,korba,NOUN,,,
odnə,o-d-nə,стать-nfut-3sg,odaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
76,,,,,,,
ire kləda koŋgelden:,,,,,,,
"И, как олень, трубно ревёт:",,,,,,,
,,,,,,,
ire,ire,idk,idk,X,,,
kləda,ire-klə=da,dem.q-dloc=add,irek,PRON,,,
koŋgelden,koŋgelde-⊘-n,звенеть-nfut-3sg,koŋgeldedej,VERB,,,
:,,,,PUNCT,,,
,,,,,,,
,,,,,,,
77,,,,,,,
"- eŋklu, eŋklu!",,,,,,,
"— Энклу, энклу!",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
eŋklu,eŋklu,intj,eŋklu,INTJ,,,
",",,,,PUNCT,,,
eŋklu,eŋklu,intj,eŋklu,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
78,,,,,,,
"tuŋkew, tuŋkew!",,,,,,,
"Тункэв, тункэв!!!",,,,,,,
,,,,,,,
tuŋkew,tuŋkew,intj,tuŋkew,INTJ,,,
",",,,,PUNCT,,,
tuŋkew,tuŋkew,intj,tuŋkew,INTJ,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
79,,,,,,,
"- uruɲə irkedan, insača doldeďik, - nein etəken awulləďi utə.",,,,,,,
"— Не ори так громко, а то чёрт Инсача услышит, — унимает старик.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
uruɲə,uruɲə,не.шуми,uruɲe,INTJ,,,
irkedan,irke-da-n,крик-act-nmz.abst,irkadan,NOUN,,,
",",,,,PUNCT,,,
insača,insača,Инсача,Insača,PROPN,,,
doldeďik,dolde-ďik-∅,слышать-prev-3sg,doldedej,VERB,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
nein,nei-⊘-n,бранить-nfut-3sg,neidej,VERB,,,
etəken,etəken,старик,etiken,NOUN,,,
awulləďi,awul-ləďi,менять.облик-sim.sg,awuldaj,VERB,,,
utə,ut-ə,сын-poss.refl.sg,ut,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
80,,,,,,,
atarallan.,,,,,,,
Стало темнеть.,,,,,,,
,,,,,,,
atarallan,atara-l-la-n,тёмный-inch-nfut-3sg,atardaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
81,,,,,,,
"Oje odə odnə, unet ojdedun eŋtəllen.",,,,,,,
"Ое словно взбесился, ещё громче взревел.",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
odə,odə,бешеный,ode,ADJ,,,
odnə,o-d-nə,стать-nfut-3sg,odaj,VERB,,,
",",,,,PUNCT,,,
unet,unet,ещё,unet,ADV,,,
ojdedun,ojde-du-n,верх-dat-poss.3sg,ɵj,ADP,,,
eŋtəllen,eŋtə-l-le-n,кричать-inch-nfut-3sg,eŋtidej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
82,,,,,,,
"- beleŋo, egde, odləsi, eŋnəde, - etəken dolden tegele ilewuč ŋiwuč barguriwan.",,,,,,,
"— Сынок, хватит, перестань, а то беду накличешь, — услышал встревоженный старик где-то далеко чей-то ответный рёв.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
beleŋo,beleŋo,сынок,beleŋo,NOUN,,,
",",,,,PUNCT,,,
egde,eg=de,intj=add,eg,INTJ,,,
",",,,,PUNCT,,,
odləsi,od-lə=si,кончать-imp=emph,oddaj,VERB,,,
",",,,,PUNCT,,,
eŋnəde,eŋnə=de,intj=add,eŋne,INTJ,,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
etəken,etəken,старик,etiken,NOUN,,,
dolden,dolde-⊘-n,слышать-nfut-3sg,doldadaj,VERB,,,
tegele,tege-le,даль-loc,tege,NOUN,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
ŋiwuč,ŋi=wuč,кто=indef,ŋi,NOUN,,,
barguriwan,bargu-ri-wa-n,отвечать-ptc.nfut-acc-poss.3sg,bargudaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
83,,,,,,,
"- tara, ŋiwuč eweski emnen.",,,,,,,
"Слышишь, кто-то сюда идёт.",,,,,,,
,,,,,,,
-,,,,PUNCT,,,
tara,tara,dem.dist,tarak,ADV,,,
",",,,,PUNCT,,,
ŋiwuč,ŋi=wuč,кто=indef,ŋi,NOUN,,,
eweski,eweski,сюда,awaski,ADV,,,
emnen,em-ne-n,приходить-nfut-3sg,emdej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
84,,,,,,,
"tar-tar, erek...",,,,,,,
"Вон, вон, уже близко...",,,,,,,
,,,,,,,
tar,tar,dem.dist,tarak,ADV,,,
tar,tar,dem.dist,tarak,ADV,,,
",",,,,PUNCT,,,
erek,erek,dem.prox,erek,ADV,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
85,,,,,,,
Oje turkun torŋe.,,,,,,,
А Ое уже не остановить.,,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
turkun,turku-⊘-n,neg.aux-nfut-3sg,turkudaj,VERB,,,
torŋe,tor-ŋe,удержать-cvb.neg.mod,tɵrdej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
86,,,,,,,
kurgemi irkerin osemi tubelnen uldemi ilewuč imŋen dolan.,,,,,,,
Громкий крик его отдавался гулким эхом в глубине сумрачной тиши.,,,,,,,
,,,,,,,
kurgemi,kurge-mi,скакать-cond.ss,kurgadaj,VERB,,,
irkerin,irkeri-n,крик-poss.3sg,irkari,NOUN,,,
osemi,osemi,даже,ɵsemi,ADV,,,
tubelnen,tubelne-⊘-n,раздаваться-nfut-3sg,tubelnedej,VERB,,,
uldemi,ulde-mi,эхо-poss.refl.sg,uldan,NOUN,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
imŋen,imŋen,темнота,imŋen,NOUN,,,
dolan,do-la-n,нутро-loc-poss.3sg,do,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
87,,,,,,,
"jaŋkillen kiŋisatkan tail gukessidun, depki aləmdai bargeki.",,,,,,,
"Аркан аж звенит от рывков дурака, рвущегося навстречу неизвестному пришельцу.",,,,,,,
,,,,,,,
jaŋkillen,jaŋkillen,аркан,jaŋkillen,NOUN,,,
kiŋisatkan,kiŋi-sa=tkan,свистеть-,kiŋidej,VERB,,,
tail,tail,дурак,tail,NOUN,,,
gukessidun,gukessi-du-n,рывок-dat-poss.3sg,gukessi,NOUN,,,
",",,,,PUNCT,,,
depki,depki,навстречу,depki,ADV,,,
aləmdai,alə-m-da-i,протянуть-desid-purp-poss.refl.sg,aldaj,VERB,,,
bargeki,barge-ki,другая.сторона-adv.dir,баргин,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
88,,,,,,,
urep dərelennə ewgilenun ewgile.,,,,,,,
Гул всё ближе и ближе.,,,,,,,
,,,,,,,
urep,urep,прежний,ɵrep,ADJ,,,
dərelennə,dərele-n-nə,гудеть-nfut-3sg,direldej,VERB,,,
ewgilenun,ewgile=nun,на.этой.стороне=ptcl.cond,ewgile,ADV,,,
ewgile,ewgile,на.этой.стороне,ewgile,ADV,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
89,,,,,,,
"er ukel jakital kureprulle, eden nadəgčin Ureləten.",,,,,,,
"Вот уж деревья загудели тревожно, будто ветер прошёлся по их вершинам.",,,,,,,
,,,,,,,
er,er,dem.prox,erek,ADV,,,
ukel,ukel,уже,ukal,ADV,,,
jakital,jakita-l,лиственница-pl,jakita,NOUN,,,
kureprulle,kurepru-l-le-⊘,свистеть-inch-nfut-3pl,kureprudej,VERB,,,
",",,,,PUNCT,,,
eden,eden,ветер,eden,NOUN,,,
nadəgčin,na-də-gčin,нападать-prog-equ,nadaj,VERB,,,
Ureləten,ure-lə-ten,вершина-loc-poss.3pl,ure,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
90,,,,,,,
- bejďi čirinə korbekennə emnen.,,,,,,,
— Сам рогач дьявола идёт.,,,,,,,
,,,,,,,
-,,,,PUNCT,,,
bejďi,bej-ďi,человек-ins.poss.refl.sg,bej,NOUN,,,
čirinə,čirinə,дьявол,čiriŋi,NOUN,,,
korbekennə,korbe-ken-nə,бык-dim-poss.3sg,kɵrbeken,NOUN,,,
emnen,em-ne-n,приходить-nfut-3sg,emdej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
91,,,,,,,
"Oje, ač dəlla-wan!",,,,,,,
"Ое, в самом деле без мозгов!",,,,,,,
,,,,,,,
Oje,Oje,Ое,Oje,PROPN,,,
",",,,,PUNCT,,,
ač,ač,neg,eč,PART,,,
dəllawan,dəl-la-wa-n,голова-adj.negposs-acc-poss.3sg,dil,NOUN,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
92,,,,,,,
odləsi!,,,,,,,
Кончай!,,,,,,,
,,,,,,,
odləsi,od-lə=si,кончать-imp=emph,oddaj,VERB,,,
!,,,,PUNCT,,,
,,,,,,,
,,,,,,,
93,,,,,,,
"tarak ajďitta mergemi berin, aran usidə orčin.",,,,,,,
"Ое и впрямь будто голову потерял, еле на аркане держится.",,,,,,,
,,,,,,,
tarak,tarak,dem.dist,tarak,ADV,,,
ajďitta,ajďit=ta,правда=add,ajd'it,NOUN,,,
mergemi,merge-mi,разум-poss.refl.sg,mergen,NOUN,,,
berin,beri-⊘-n,терять-nfut-3sg,beridej,VERB,,,
",",,,,PUNCT,,,
aran,aran,едва,aran,ADV,,,
usidə,usi-də,верёвка-dat,usi,NOUN,,,
orčin,orči-⊘-n,зацепиться-nfut-3sg,orčidaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
94,,,,,,,
"etəken eŋullen, kučulai iriďi giinnə.",,,,,,,
"Старик перепугался, залез в кукуль и притаился.",,,,,,,
,,,,,,,
etəken,etəken,старик,etiken,NOUN,,,
eŋullen,eŋu-l-le-n,ужас-inch-nfut-3sg,eŋundej,VERB,,,
",",,,,PUNCT,,,
kučulai,kuču-la-i,спальник-loc-poss.refl.sg,kučun,NOUN,,,
iriďi,i-riďi,входить-ant.sg,idej,VERB,,,
giinnə,gii-n-nə,молчать-nfut-3sg,g'eindej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
95,,,,,,,
"jami tubes eden nadəgčinnə, ireptu ďučannə kapčurren.",,,,,,,
"Слышит, топот раздался и ветер такой пронёсся, что юрточку развалило.",,,,,,,
,,,,,,,
jami,jami,почему,jami,ADV,,,
tubes,tubes,,,,,,
eden,eden,ветер,eden,NOUN,,,
nadəgčinnə,nadəg-či-n-nə,проноситься-res-nfut-3sg,nadagdaj,VERB,,,
",",,,,PUNCT,,,
ireptu,ireptu,conseq,ireptu,SCONJ,,,
ďučannə,ďu-čan-nə,дом-dim2-poss.3sg,d'učan,NOUN,,,
kapčurren,kapčur-re-n,развалить-nfut-3sg,kapčurdaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
96,,,,,,,
"etəken irannə ilewuč, ogneŋa turkun.",,,,,,,
"У старика аж дыхание занялось, пошевелиться не может.",,,,,,,
,,,,,,,
etəken,etəken,старик,etiken,NOUN,,,
irannə,iran-nə,дыхание-poss.3sg,iran,NOUN,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
",",,,,PUNCT,,,
ogneŋa,ogne-ŋa,шевелиться-cvb.neg.mod,ognadaj,VERB,,,
turkun,turku-⊘-n,neg.aux-nfut-3sg,turkudaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
97,,,,,,,
"doldentekan, on Oje kurgesemnən «eŋklu, tuŋkew», aləmnen kaŋges tanŋ'alďi bargaki.",,,,,,,
"Разобрал только, как Ое с грозным воплем «Энклу, тункэв» хлёстким ударом рогов встретил противника.",,,,,,,
,,,,,,,
doldentekan,dolde-⊘-n=tekan,слышать-nfut-3sg=restr,doldedej,VERB,,,
",",,,,PUNCT,,,
on,on,как,on,ADV,,,
Oje,Oje,Ое,Oje,PROPN,,,
kurgesemnən,kurge-se-m-nə-n,шуметь-mom-plur-pst-3sg,kurgedej,VERB,,,
«,«,,,,,,
eŋklu,eŋklu,intj,eŋklu,INTJ,,,
",",,,,PUNCT,,,
tuŋkew,tuŋkew,intj,tuŋkew,INTJ,,,
»,»,,,,,,
",",,,,PUNCT,,,
aləmnen,aləm-ne-n,принимать-nfut-3sg,aldaj,VERB,,,
kaŋges,kaŋges,звонкий,kaŋgas,ADJ,,,
tanŋ'alďi,tanŋ'a-l-ďi,рог.оленя-pl-ins.poss.refl.sg,taŋɲa,NOUN,,,
bargaki,bargak-i,враг-poss.refl.sg,баргак,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
98,,,,,,,
kaŋtara tanča usi egdes kureprun...,,,,,,,
Туго натянувшийся аркан разорвался со свистом...,,,,,,,
,,,,,,,
kaŋtara,kaŋtara,тугой,kaŋtara,ADJ,,,
tanča,tan-ča,тянуть-ptc.pst,tandaj,VERB,,,
usi,usi,верёвка,usi,NOUN,,,
egdes,egde-s,рваться-adv,egdedej,VERB,,,
kureprun,kurepru-⊘-n,свистеть-nfut-3sg,kureprudej,VERB,,,
...,,,,PUNCT,,,
,,,,,,,
,,,,,,,
99,,,,,,,
taduk kusin igen tarapkan ilewuč bullen.,,,,,,,
И шум боя стал удаляться.,,,,,,,
,,,,,,,
taduk,ta-duk,dem.dist-abl,tarak,ADV,,,
kusin,kusi-n,драться-nmz.abst,kusin,VERB,,,
igen,ige-n,звук-poss.3sg,ig,NOUN,,,
tarapkan,tara-p-kan,dem.dist-adj.time-dim1,tarak,ADV,,,
ilewuč,i-le=wuč,dem.q-loc=indef,irek,PRON,,,
bullen,bu-l-le-n,удаляться-inch-nfut-3sg,budej,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
100,,,,,,,
baďič etəken ilgen ďučami kawamčaduk.,,,,,,,
Спозаранку вылез старик из-под разбитой карточки.,,,,,,,
,,,,,,,
baďič,baďi-č,ранний-ins,badič,ADV,,,
etəken,etəken,старик,etiken,NOUN,,,
ilgen,ilge-⊘-n,лезть-nfut-3sg,ilgedej,VERB,,,
ďučami,ďu-ča-mi,дом-dim2-poss.refl.sg,d'učan,NOUN,,,
kawamčaduk,kawam-ča-duk,расплющиваться-ptc.pst-abl,kawamdaj,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
101,,,,,,,
"erelə tur ulče ugeski odən, mo etketče ŋiŋten ojle gabullen.",,,,,,,
"Вокруг земля навыворот изрыта, деревья поваленные вверх корнями торчат.",,,,,,,
,,,,,,,
erelə,ere-lə,dem.prox-loc,erek,ADV,,,
tur,tur,земля,tɵr,NOUN,,,
ulče,ul-če,рыть-ptc.pst,uledej,VERB,3,,
ugeski,ugeski,напротив,ugeski,ADV,,,
odən,o-də-n,стать-pst-3sg,odaj,VERB,,,
",",,,,PUNCT,,,
mo,mo,дерево,mo,NOUN,,,
etketče,etke-t-če,падать-prog-ptc.pst,,VERB,4,,
ŋiŋten,ŋiŋte-n,корень-poss.3sg,,NOUN,5,,
ojle,oj-le,поверхность-loc,oj,ADP,,,
gabullen,gab-u-l-le-n,взиматься-ad-inch-nfut-3sg,,VERB,6,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
102,,,,,,,
Onda nekčin.,,,,,,,
Делать нечего.,,,,,,,
,,,,,,,
Onda,on=da,как=add,,ADV,,,
nekčin,nek-či-n,заниматься-fut-3sg,,VERB,7,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
103,,,,,,,
"ureďennen etəken alandulə, utə ikeriwenusin čaktai.",,,,,,,
"Пошёл старик по следам драки, хоть кости сына собрать.",,,,,,,
,,,,,,,
ureďennen,ureďen-ne-n,уезжать-nfut-3sg,,VERB,,,
etəken,etəken,старик,etiken,NOUN,,,
alandulə,alan-dulə,горный.перевал-prol,,NOUN,8,,
",",,,,PUNCT,,,
utə,ut-ə,сын-poss.refl.sg,ut,NOUN,,,
ikeriwenusin,ikeri-we-n=usin,кость-acc-poss.3sg=ptcl.cond,,NOUN,9,,
čaktai,čak-ta-i,собирать-purp-poss.refl.sg,,VERB,10,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
104,,,,,,,
"itten, jami Oje budelen desčin.",,,,,,,
"Видит, лежит растерзанная нога Ое.",,,,,,,
,,,,,,,
itten,it-te-n,видеть-nfut-3sg,ittej,VERB,,,
",",,,,PUNCT,,,
jami,jami,почему,jami,ADV,,,
Oje,Oje,Ое,Oje,PROPN,,,
budelen,budele-n,нога-poss.3sg,bɵdel,NOUN,,,
desčin,desči-⊘-n,лежать-nfut-3sg,дэсчидэй,VERB,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
105,,,,,,,
"čidalan, - bargeken ɲogin nebulə budelen.",,,,,,,
Дальше — передняя волосатая нога его противника.,,,,,,,
,,,,,,,
čidalan,čidalan,после,,ADV,11,,
",",,,,PUNCT,,,
-,,,,PUNCT,,,
bargeken,bargeke-n,враг-poss.3sg,,NOUN,12,,
ɲogin,ɲogi-n,передний-poss.3sg,,ADJ,13,,
nebulə,nebulə,мохнатый,,ADJ,14,,
budelen,budele-n,нога-poss.3sg,bɵdel,NOUN,,,
.,,,,PUNCT,,,
,,,,,,,
,,,,,,,
106,,,,,,,
osemkin oča kusijeketen ač mudna.,,,,,,,
А просеке сражения нет конца.,,,,,,,
,,,,,,,
osemkin,ose-mkin,болеть-nmz.loc,,VERB,15,,
